,Ch1Anem,Ch2Anem,Ch3Anem,Ch4Anem,Ch5Anem,Ch6Anem,Ch7Vane,Ch8Vane,Ch9Vane,Timestamp
5203,12.131,13.657,12.3869,13.5186,11.8809,13.2862,246.8014,248.7306,246.6718,2016-10-20 16:50:00
5204,12.8231,14.2253,12.7531,14.1239,12.1422,13.9719,245.52,247.3704,245.5104,2016-10-20 17:00:00
5205,10.9653,13.9041,11.653,13.8008,11.3137,13.7312,239.3192,241.7475,240.4394,2016-10-20 17:10:00
5206,10.5467,13.6779,11.3762,13.7076,11.059,13.5857,238.8081,241.2341,239.4837,2016-10-20 17:20:00
5207,9.879,12.6385,10.3258,12.5978,10.456,12.5502,238.4931,240.5427,238.0909,2016-10-20 17:30:00
5208,8.7676,10.8032,9.3141,10.6717,9.2182,10.5284,239.634,241.2451,239.6255,2016-10-20 17:40:00
5209,8.0957,9.6446,8.3472,9.4241,8.229,9.1817,237.0204,239.2562,237.5784,2016-10-20 17:50:00
5210,7.1458,7.7406,7.1668,7.4891,7.147,7.3427,230.1342,231.4379,229.2149,2016-10-20 18:00:00
5211,9.4101,9.3137,9.1951,9.1324,8.9921,8.9212,218.2864,219.1933,217.4689,2016-10-20 18:10:00
5212,10.2588,10.1744,10.1731,10.1642,10.0931,10.0288,222.6657,223.4345,221.9662,2016-10-20 18:20:00
5213,11.0368,10.916,10.8489,10.7968,10.7603,10.6793,220.2108,220.6697,218.9617,2016-10-20 18:30:00
5214,10.3774,10.3034,10.2801,10.2277,10.173,10.0718,213.3685,214.4396,212.9446,2016-10-20 18:40:00
5215,10.0543,10.0238,9.7877,9.7967,9.6371,9.6396,190.8567,191.4393,189.7221,2016-10-20 18:50:00
5216,11.0415,11.0436,10.8072,10.781,10.4171,10.4145,157.7007,157.0191,153.5492,2016-10-20 19:00:00
5217,9.8818,9.8425,9.4905,9.4731,9.0016,8.9514,165.6432,162.8192,157.2587,2016-10-20 19:10:00
5218,7.1476,7.1172,7.1818,7.166,7.1301,7.0701,178.9754,177.2391,171.9239,2016-10-20 19:20:00
5219,7.9358,7.9357,8.2389,8.2426,8.1309,8.1365,159.7971,155.3412,149.4145,2016-10-20 19:30:00
5220,5.6459,5.6235,6.0459,6.0187,6.4898,6.4496,173.4072,168.7967,160.8447,2016-10-20 19:40:00
5221,4.5612,4.5255,4.7402,4.6772,4.921,4.869,190.1389,183.572,176.5921,2016-10-20 19:50:00
5222,4.9641,4.9277,5.3741,5.3353,5.8731,5.8325,185.0059,178.7417,171.9166,2016-10-20 20:00:00
5223,6.2005,6.1682,6.9063,6.8714,7.4473,7.4178,172.8171,171.0476,168.0834,2016-10-20 20:10:00
5224,5.6696,5.6527,6.2535,6.2117,6.5823,6.526,180.6012,175.3698,170.4852,2016-10-20 20:20:00
5225,4.7076,4.6774,5.0165,4.9733,5.3343,5.2962,195.6366,187.5425,177.9898,2016-10-20 20:30:00
5226,5.3072,5.2801,5.853,5.7953,6.2014,6.1494,194.0509,186.0388,177.2937,2016-10-20 20:40:00
5227,5.8326,5.7907,6.0691,6.1542,6.7042,6.5865,199.4861,193.1241,186.0039,2016-10-20 20:50:00
5228,5.7041,5.6683,6.0639,6.0562,6.5731,6.4956,197.0122,191.7857,185.664,2016-10-20 21:00:00
5229,5.473,5.4229,5.6229,5.5775,5.9868,5.9388,196.6596,187.9417,181.9221,2016-10-20 21:10:00
5230,7.2029,7.1706,7.4478,7.4186,7.1729,7.1187,170.6825,160.8508,154.1764,2016-10-20 21:20:00
5231,5.5812,5.5509,6.3131,6.2834,6.3584,6.3395,175.1089,165.0392,152.4857,2016-10-20 21:30:00
5232,8.0202,8.0068,7.9486,7.9715,7.4121,7.4327,152.7495,145.7028,139.8251,2016-10-20 21:40:00
5233,8.4362,8.4626,7.9757,7.9886,7.6033,7.5901,144.205,140.7716,136.6505,2016-10-20 21:50:00
5234,8.017,8.0377,7.7857,7.7699,7.2176,7.138,150.0325,147.133,142.5198,2016-10-20 22:00:00
5235,7.4265,7.4307,7.7135,7.6877,7.0723,7.0485,153.9,150.013,143.7285,2016-10-20 22:10:00
5236,9.122,9.1265,8.9076,8.9172,8.1645,8.153,153.1586,147.9041,142.5683,2016-10-20 22:20:00
5237,9.2261,9.2261,9.2797,9.2798,8.6343,8.6105,155.6522,150.457,143.5115,2016-10-20 22:30:00
5238,10.2379,10.2104,9.513,9.4814,8.735,8.7532,156.3408,152.2988,147.386,2016-10-20 22:40:00
5239,10.9818,10.8985,10.139,10.1077,9.5615,9.5475,155.5276,152.8469,148.6805,2016-10-20 22:50:00
5240,9.8679,9.8425,9.1341,9.1624,8.5037,8.4368,143.7358,142.0236,139.1568,2016-10-20 23:00:00
5241,9.1624,9.1489,8.5173,8.5178,7.7972,7.8989,139.0747,137.6739,133.8096,2016-10-20 23:10:00
5242,9.198,9.128,8.6501,8.675,8.0358,8.0832,138.7671,138.1594,134.5209,2016-10-20 23:20:00
5243,9.2916,9.3051,8.781,8.8434,8.2287,8.2883,135.6476,134.2517,130.6201,2016-10-20 23:30:00
5244,8.5663,8.5746,7.898,7.9203,7.369,7.3992,140.2697,138.3353,134.498,2016-10-20 23:40:00
5245,7.5583,7.5141,6.9528,6.9345,6.422,6.3923,144.8463,142.9578,139.2901,2016-10-20 23:50:00
5246,7.623,7.6316,7.114,7.1294,6.5397,6.5658,150.8181,149.8808,146.1726,2016-10-21 00:00:00
5247,8.3355,8.2965,7.9203,7.8796,7.4566,7.401,158.2687,156.6515,153.9541,2016-10-21 00:10:00
5248,8.7121,8.6621,8.1445,8.1532,7.6544,7.6175,156.0652,154.4675,150.7545,2016-10-21 00:20:00
5249,8.2134,8.1683,7.8003,7.7164,7.4351,7.3517,154.705,153.2544,149.5482,2016-10-21 00:30:00
5250,8.7477,8.7194,8.1106,8.0702,7.7151,7.6776,156.2559,155.3161,152.7206,2016-10-21 00:40:00
5251,9.2623,9.2211,8.7541,8.7304,8.2783,8.2077,158.0059,157.4633,154.8807,2016-10-21 00:50:00
5252,8.95,8.911,8.4725,8.4771,8.1967,8.1566,155.2422,154.5314,151.0979,2016-10-21 01:00:00
5253,8.8857,8.8815,8.4056,8.4047,8.0781,8.014,151.5553,151.6021,148.2188,2016-10-21 01:10:00
5254,9.6128,9.5403,9.1778,9.1992,8.6983,8.7118,154.7741,154.1627,152.0123,2016-10-21 01:20:00
5255,10.9596,10.8809,10.5885,10.4935,10.1273,10.0708,159.3951,159.4147,157.2105,2016-10-21 01:30:00
5256,10.8386,10.8008,10.4126,10.3898,10.0983,10.0646,161.0241,161.3785,159.0137,2016-10-21 01:40:00
5257,10.2229,10.1252,9.8632,9.785,9.7158,9.6448,160.6072,159.8355,157.1985,2016-10-21 01:50:00
5258,9.8969,9.8761,9.5089,9.4838,9.1133,9.0799,157.588,156.6854,153.7764,2016-10-21 02:00:00
5259,10.342,10.2632,9.9377,9.9401,9.5273,9.5185,158.9083,157.9433,155.0392,2016-10-21 02:10:00
5260,10.4169,10.3413,10.094,10.0238,9.7353,9.6404,162.107,161.8955,158.5588,2016-10-21 02:20:00
5261,9.6661,9.6052,9.1614,9.1049,8.6622,8.617,159.6584,158.9958,156.4405,2016-10-21 02:30:00
5262,9.7696,9.7542,9.4004,9.4423,9.1031,9.0612,162.8164,162.02,158.0733,2016-10-21 02:40:00
5263,10.594,10.4745,10.058,10.0242,9.5333,9.4433,165.9064,165.7168,162.9053,2016-10-21 02:50:00
5264,10.4881,10.4299,9.9676,9.9115,9.4911,9.4195,168.955,168.8799,166.3048,2016-10-21 03:00:00
5265,10.8655,10.8016,10.4291,10.3761,10.0476,9.963,167.5007,168.2633,165.914,2016-10-21 03:10:00
5266,10.6809,10.6055,10.1643,10.0899,9.863,9.7092,166.3093,166.5266,163.7184,2016-10-21 03:20:00
5267,10.5748,10.5175,10.0912,10.0373,9.5834,9.537,164.4824,164.5109,161.7276,2016-10-21 03:30:00
5268,10.0609,10.0395,9.5017,9.5064,9.0551,9.0385,159.0009,158.3771,156.1318,2016-10-21 03:40:00
5269,10.2435,10.2201,9.7142,9.6423,9.1817,9.1391,154.989,153.7585,150.1984,2016-10-21 03:50:00
5270,9.851,9.8601,9.2726,9.2519,8.8721,8.8609,149.1542,147.989,144.4145,2016-10-21 04:00:00
5271,10.8421,10.825,10.3554,10.3727,10.0147,9.9889,153.3842,152.6489,149.3571,2016-10-21 04:10:00
5272,12.4609,12.406,12.0282,11.9911,11.6253,11.5908,153.2012,152.762,150.2507,2016-10-21 04:20:00
5273,11.9839,11.9624,11.4776,11.4389,10.9698,10.9338,156.5879,156.1126,153.2227,2016-10-21 04:30:00
5274,11.0983,11.081,10.673,10.672,10.2013,10.2007,153.9371,153.8385,150.6764,2016-10-21 04:40:00
5275,11.2573,11.2233,10.789,10.7932,10.3078,10.2696,150.7063,149.5735,146.0986,2016-10-21 04:50:00
5276,12.0398,11.999,11.6322,11.5909,11.1001,11.0723,152.7265,152.0011,149.013,2016-10-21 05:00:00
5277,12.2889,12.2648,11.8971,11.848,11.4879,11.452,153.0032,152.4196,149.9509,2016-10-21 05:10:00
5278,12.2766,12.2412,11.8582,11.804,11.3538,11.2946,151.4093,151.0169,148.0433,2016-10-21 05:20:00
5279,12.1631,12.1469,11.7025,11.6602,11.2326,11.2065,151.5376,151.0419,148.5008,2016-10-21 05:30:00
5280,12.5578,12.5093,11.9917,12.0006,11.4046,11.3969,150.1519,150.194,148.2814,2016-10-21 05:40:00
5281,12.2545,12.2359,11.7012,11.666,11.1975,11.1152,151.9073,152.3277,149.8066,2016-10-21 05:50:00
5282,12.4645,12.4568,11.8883,11.9159,11.4153,11.4476,151.2437,151.3458,149.3034,2016-10-21 06:00:00
5283,12.1905,12.1566,11.6702,11.6569,11.2035,11.2377,151.4258,151.9468,150.2402,2016-10-21 06:10:00
5284,11.6927,11.6541,11.1471,11.1149,10.5533,10.6117,149.5401,149.4428,147.26,2016-10-21 06:20:00
5285,11.9296,11.9035,11.5367,11.5316,11.1401,11.1063,152.8542,152.8187,150.7221,2016-10-21 06:30:00
5286,11.8584,11.8445,11.2756,11.2587,10.77,10.77,151.2394,151.0244,149.5841,2016-10-21 06:40:00
5287,12.1789,12.1609,11.6517,11.5994,11.121,11.0548,151.3474,151.5995,149.1213,2016-10-21 06:50:00
5288,12.7457,12.6668,12.1619,12.1479,11.5548,11.5364,152.8987,153.2273,150.8082,2016-10-21 07:00:00
5289,13.1581,13.1446,12.575,12.5436,11.9505,11.9683,154.0637,154.0269,151.4627,2016-10-21 07:10:00
5290,13.0812,13.0539,12.5031,12.4886,12.028,12.0046,153.4913,153.5097,151.1752,2016-10-21 07:20:00
5291,13.4332,13.3563,12.8433,12.7996,12.3635,12.3249,154.5588,154.2783,152.5176,2016-10-21 07:30:00
5292,12.6583,12.5635,12.0504,12.0006,11.5333,11.5035,152.1218,151.9447,149.6481,2016-10-21 07:40:00
5293,11.945,11.9268,11.6258,11.5884,11.229,11.204,150.1168,150.4327,148.339,2016-10-21 07:50:00
5294,11.4332,11.3555,11.0531,10.9939,10.7587,10.7395,150.5294,150.0042,147.4439,2016-10-21 08:00:00
5295,12.0387,12.0293,11.5799,11.5901,11.0723,11.0319,149.5558,150.1879,147.8752,2016-10-21 08:10:00
5296,12.3459,12.3026,12.1517,12.1496,11.9176,11.9175,151.7563,152.3849,150.6654,2016-10-21 08:20:00
5297,10.857,10.8423,10.5089,10.5261,10.1767,10.2004,148.234,148.727,147.024,2016-10-21 08:30:00
5298,11.188,11.1776,10.6714,10.6768,10.3487,10.2951,149.9267,150.1325,147.801,2016-10-21 08:40:00
5299,11.128,11.081,10.6598,10.6387,10.251,10.2363,152.8947,153.441,151.5372,2016-10-21 08:50:00
5300,11.249,11.2681,10.9351,10.9484,10.5992,10.6096,155.1677,155.7452,153.767,2016-10-21 09:00:00
5301,11.3676,11.3432,11.0486,11.0685,10.712,10.7183,151.2806,151.5624,149.4191,2016-10-21 09:10:00
5302,12.0378,12.0187,11.7323,11.6991,11.3667,11.3295,152.4219,152.1259,149.415,2016-10-21 09:20:00
5303,11.2357,11.2087,11.013,10.9742,10.7363,10.7257,150.6288,150.4941,148.1487,2016-10-21 09:30:00
5304,10.8416,10.8354,10.5944,10.615,10.4192,10.4177,148.4189,148.7012,146.6548,2016-10-21 09:40:00
5305,9.7236,9.7001,9.4544,9.4661,9.0934,9.0816,151.3679,151.2796,149.0798,2016-10-21 09:50:00
5306,9.3939,9.3541,9.1366,9.1345,9.1233,9.0781,152.2872,152.5931,150.9165,2016-10-21 10:00:00
5307,8.5775,8.5976,8.442,8.4179,8.3657,8.3301,151.7456,152.3479,151.0405,2016-10-21 10:10:00
5308,9.1275,9.1383,9.2555,9.2751,9.3915,9.4156,154.1529,155.8854,154.6913,2016-10-21 10:20:00
5309,9.2127,9.2043,9.1228,9.1572,8.9334,8.9217,155.2145,155.1975,153.6746,2016-10-21 10:30:00
5310,8.4584,8.3885,8.3888,8.3541,8.2909,8.2927,154.1589,154.6078,153.1004,2016-10-21 10:40:00
5311,8.9769,8.9606,8.8389,8.874,8.7756,8.7614,154.3375,155.3134,153.1793,2016-10-21 10:50:00
5312,8.9486,8.9056,8.9405,8.9309,8.8189,8.8348,152.1327,152.6266,150.623,2016-10-21 11:00:00
5313,7.8983,7.8395,7.959,7.9784,7.7018,7.6914,154.5163,154.9673,153.315,2016-10-21 11:10:00
5314,8.3161,8.3246,8.1766,8.1952,8.0474,8.1196,149.4395,149.8622,148.1394,2016-10-21 11:20:00
5315,8.1165,8.0954,8.1633,8.1427,8.1374,8.1262,156.1622,158.1065,156.2877,2016-10-21 11:30:00
5316,7.4067,7.4896,7.3666,7.3706,7.1872,7.2163,153.4272,155.9302,154.3525,2016-10-21 11:40:00
5317,7.2473,7.2013,7.0362,7.0588,6.95,6.9422,141.8826,143.314,140.2849,2016-10-21 11:50:00
5318,7.1888,7.1834,7.1069,7.1224,7.0257,7.0207,141.9822,141.8457,140.2412,2016-10-21 12:00:00
5319,5.786,5.7901,5.7025,5.7264,5.6464,5.6251,145.192,145.5582,142.9863,2016-10-21 12:10:00
5320,6.3504,6.3462,6.2765,6.2586,6.1209,6.133,143.2341,143.3402,140.2452,2016-10-21 12:20:00
5321,6.1266,6.1339,6.0796,6.1111,5.979,6.0204,138.2769,140.6867,138.8013,2016-10-21 12:30:00
5322,6.5939,6.6515,6.5212,6.4923,6.4197,6.3747,140.1459,140.0706,138.1339,2016-10-21 12:40:00
5323,7.2899,7.2869,7.1238,7.1999,6.8932,6.9492,145.3327,146.8559,146.1745,2016-10-21 12:50:00
5324,8.2042,8.2104,8.0602,8.1288,7.938,7.9632,147.5232,148.741,147.9557,2016-10-21 13:00:00
5325,7.2068,7.2049,7.0755,7.149,6.9872,7.0369,151.7227,153.2459,152.161,2016-10-21 13:10:00
5326,8.0796,8.0359,8.045,8.0138,8.0275,7.983,145.7853,146.9508,144.6509,2016-10-21 13:20:00
5327,7.1507,7.137,6.9505,7.0701,6.8446,6.8669,150.1018,150.1611,148.106,2016-10-21 13:30:00
5328,6.5571,6.5077,6.503,6.5444,6.5165,6.5366,157.8955,159.6227,157.314,2016-10-21 13:40:00
5329,7.8693,7.8474,7.7734,7.7592,7.7955,7.7555,155.0225,156.1362,154.1838,2016-10-21 13:50:00
5330,7.7272,7.7497,7.5985,7.5958,7.3499,7.3522,149.653,151.9064,150.6583,2016-10-21 14:00:00
5331,7.7034,7.669,7.6151,7.6337,7.3665,7.4292,144.274,143.2003,140.3203,2016-10-21 14:10:00
5332,7.8407,7.7928,7.7952,7.7703,7.7342,7.6958,150.3687,153.4089,152.1408,2016-10-21 14:20:00
5333,7.0036,6.9803,7.0013,7.0029,6.9897,6.9734,164.8041,166.4438,165.6578,2016-10-21 14:30:00
5334,7.7843,7.7128,7.693,7.6664,7.6219,7.5961,151.5161,152.5861,150.9151,2016-10-21 14:40:00
5335,7.06,7.101,7.0593,7.1934,7.1089,7.1283,160.6174,163.6729,164.057,2016-10-21 14:50:00
5336,7.38,7.4246,7.3132,7.3322,7.25,7.2727,155.1119,157.3757,155.6801,2016-10-21 15:00:00
5337,7.6765,7.7185,7.6665,7.6841,7.659,7.6689,143.2992,143.5516,141.2826,2016-10-21 15:10:00
5338,8.2198,8.2278,8.0161,8.018,7.8747,7.8278,146.3197,146.9879,144.8468,2016-10-21 15:20:00
5339,8.5507,8.5097,8.4793,8.4372,8.2383,8.1942,158.3798,158.1514,155.0895,2016-10-21 15:30:00
5340,8.2085,8.2033,8.0238,8.0035,7.9846,7.9477,155.21,154.6004,151.5351,2016-10-21 15:40:00
5341,7.8113,7.7693,7.8319,7.8276,7.7229,7.6686,156.3695,156.5624,153.8985,2016-10-21 15:50:00
5342,7.6897,7.5788,7.578,7.547,7.4696,7.4224,159.1441,160.3873,158.3812,2016-10-21 16:00:00
5343,7.0828,7.0309,6.9889,6.9733,6.9135,6.9098,160.6215,161.7008,160.2617,2016-10-21 16:10:00
5344,7.6708,7.7289,7.5354,7.5889,7.3362,7.3676,151.5363,151.8628,149.6924,2016-10-21 16:20:00
5345,7.343,7.3089,7.2756,7.2443,7.2031,7.1863,162.553,162.7351,159.7423,2016-10-21 16:30:00
5346,7.218,7.1758,7.1848,7.141,7.0785,7.0579,157.5833,157.916,156.3437,2016-10-21 16:40:00
5347,7.0936,7.0859,7.049,7.0825,6.8258,6.8951,159.3828,159.8228,157.8222,2016-10-21 16:50:00
5348,7.4024,7.3893,7.294,7.2353,7.2187,7.1702,161.0071,162.9227,161.5845,2016-10-21 17:00:00
5349,6.6006,6.5827,6.5924,6.6086,6.5814,6.5796,165.4887,166.2161,164.5373,2016-10-21 17:10:00
5350,5.81,5.7657,5.6939,5.6366,5.4917,5.4296,184.0944,185.0691,182.5338,2016-10-21 17:20:00
5351,6.4375,6.4192,6.2747,6.2552,6.1993,6.108,183.7761,185.7026,184.8452,2016-10-21 17:30:00
5352,6.7261,6.6843,6.5322,6.5844,6.3782,6.4086,190.5869,191.8942,190.3399,2016-10-21 17:40:00
5353,7.3656,7.2926,7.0956,7.117,6.9016,6.9077,192.5265,194.1742,192.6647,2016-10-21 17:50:00
5354,7.3272,7.2738,7.0775,7.2258,6.9906,7.0905,193.3276,195.1304,193.5812,2016-10-21 18:00:00
5355,7.1551,7.0972,6.9535,6.9,6.7538,6.6835,206.0989,206.8646,204.7054,2016-10-21 18:10:00
5356,6.8879,6.8403,6.7384,6.6722,6.5376,6.4284,209.4747,211.6778,210.6424,2016-10-21 18:20:00
5357,7.8904,7.8354,7.5589,7.436,7.2379,7.1052,207.216,208.0767,205.6091,2016-10-21 18:30:00
5358,7.9589,7.9028,7.9307,7.811,7.7999,7.6564,207.4408,208.1205,206.2338,2016-10-21 18:40:00
5359,7.836,7.7796,7.7456,7.6755,7.6938,7.51,208.0989,208.6533,207.0033,2016-10-21 18:50:00
5360,7.1905,7.1397,7.179,7.105,7.0984,6.9437,209.2736,209.801,208.0561,2016-10-21 19:00:00
5361,7.0815,7.0269,7.0898,7.0377,7.1056,6.91,210.2797,210.5246,208.3238,2016-10-21 19:10:00
5362,8.0245,7.9467,7.7066,7.6904,7.3803,7.3114,221.6762,222.6723,221.3643,2016-10-21 19:20:00
5363,9.3258,9.2201,9.0017,8.9431,8.6847,8.5788,223.8595,224.0676,221.8638,2016-10-21 19:30:00
5364,9.8629,9.6481,9.4374,9.3688,9.1759,9.0483,226.7708,227.529,225.6522,2016-10-21 19:40:00
5365,8.3834,9.49,9.0642,9.2378,8.838,8.8473,231.0835,232.7824,230.3394,2016-10-21 19:50:00
5366,6.8406,8.8797,7.5112,8.6904,7.4883,8.3675,235.7207,238.6029,236.1901,2016-10-21 20:00:00
5367,7.0815,9.2493,7.2629,8.8387,7.0322,8.3803,234.352,238.2107,237.2719,2016-10-21 20:10:00
5368,6.8417,9.0141,7.4856,8.6799,7.5873,8.2857,233.6421,237.0359,235.1961,2016-10-21 20:20:00
5369,6.6143,8.2362,7.4754,7.8675,7.4341,7.5572,232.2453,235.4745,233.5215,2016-10-21 20:30:00
5370,6.3179,7.7509,7.367,7.2982,7.0457,6.9152,231.7666,234.2967,232.4585,2016-10-21 20:40:00
5371,6.7672,8.034,7.6179,7.6105,7.3069,7.2286,231.6277,234.2117,232.5013,2016-10-21 20:50:00
5372,8.6601,8.4893,7.9848,7.9346,7.5302,7.471,229.6021,230.6339,228.4361,2016-10-21 21:00:00
5373,9.0909,8.707,8.0426,8.1141,7.7024,7.6189,229.1258,229.1492,226.5963,2016-10-21 21:10:00
5374,8.2171,8.7105,8.1864,8.087,7.4465,7.4653,230.6293,230.8502,227.3164,2016-10-21 21:20:00
5375,7.7325,8.5943,8.3274,8.103,7.534,7.5594,230.9914,231.8849,228.5527,2016-10-21 21:30:00
5376,6.3155,8.4158,7.4711,7.7595,7.3347,7.2301,232.7398,235.3619,232.3912,2016-10-21 21:40:00
5377,6.2396,8.2185,6.8229,7.4155,6.7109,6.8314,233.4845,236.0194,233.6972,2016-10-21 21:50:00
5378,6.3327,8.1156,6.4374,7.1788,6.467,6.4743,234.4566,236.3018,232.8459,2016-10-21 22:00:00
5379,6.2082,7.8287,5.3892,7.034,5.6483,6.3489,235.4908,238.5301,235.6156,2016-10-21 22:10:00
5380,6.0529,7.6025,5.2754,6.9346,5.1725,6.3012,236.7377,239.562,236.9481,2016-10-21 22:20:00
5381,6.0127,7.6075,5.5128,6.7994,4.7829,6.1918,238.1569,240.7795,238.5769,2016-10-21 22:30:00
5382,6.2674,7.8927,5.3979,7.0572,5.1952,6.2814,235.9461,239.5185,237.0213,2016-10-21 22:40:00
5383,6.2455,7.9082,5.623,7.4068,5.5386,6.634,235.5758,238.6567,236.828,2016-10-21 22:50:00
5384,6.1168,7.698,5.4631,7.1738,5.2141,6.3858,236.6645,239.3135,237.3465,2016-10-21 23:00:00
5385,5.8299,7.4203,6.175,7.1849,4.9499,6.3632,239.0023,242.2403,238.508,2016-10-21 23:10:00
5386,5.1367,7.0732,5.9782,6.9945,5.2136,6.2858,241.1551,244.9508,241.5131,2016-10-21 23:20:00
5387,4.7,6.8777,5.5969,6.5633,4.8823,5.8489,242.1494,244.8289,241.0022,2016-10-21 23:30:00
5388,4.6024,6.6046,5.3015,6.2575,4.387,5.2204,241.9291,245.2068,241.1891,2016-10-21 23:40:00
5389,4.7874,6.5195,5.3228,6.1961,4.4697,5.3199,240.8809,244.4234,241.3016,2016-10-21 23:50:00
5390,4.3928,6.2269,5.0229,5.8461,4.2863,4.9855,241.7896,245.1319,242.3915,2016-10-22 00:00:00
5391,4.0904,5.7669,4.859,5.4708,4.0122,4.6431,244.6619,247.9332,245.2748,2016-10-22 00:10:00
5392,3.9967,5.577,4.5639,5.0218,3.5368,4.1349,244.3959,249.1186,247.284,2016-10-22 00:20:00
5393,4.4089,5.6272,4.2315,4.8337,3.337,3.7911,245.136,248.2209,247.7538,2016-10-22 00:30:00
5394,4.4461,5.543,4.4554,4.9857,3.6207,3.9893,245.3204,248.301,247.4418,2016-10-22 00:40:00
5395,4.2643,5.6972,4.7427,5.5682,4.1834,4.8345,241.0133,245.5455,242.898,2016-10-22 00:50:00
5396,4.147,5.6239,4.6808,5.4667,4.4203,5.0711,241.6889,245.4283,243.9178,2016-10-22 01:00:00
5397,4.3379,5.71,4.916,5.5873,4.3315,5.0834,240.2181,244.0396,242.4114,2016-10-22 01:10:00
5398,4.399,5.6001,4.7408,5.3043,4.0455,4.7029,245.5292,248.0674,245.9738,2016-10-22 01:20:00
5399,5.4797,5.4894,4.5835,4.6229,3.7619,3.9835,251.1164,251.6352,249.759,2016-10-22 01:30:00
5400,5.3017,5.2357,4.333,4.2915,3.6558,3.6006,253.6114,256.7522,254.4357,2016-10-22 01:40:00
5401,5.209,5.1332,4.3735,4.339,3.6588,3.5949,255.9471,258.5,257.7365,2016-10-22 01:50:00
5402,5.3598,5.2809,4.3635,4.3302,3.7397,3.6785,254.9393,258.4432,257.194,2016-10-22 02:00:00
5403,5.562,5.4965,4.6729,4.6305,3.894,3.837,253.5705,255.7484,254.7986,2016-10-22 02:10:00
5404,5.2629,5.6563,4.9674,5.0893,3.8189,4.1965,247.9074,250.5869,248.3299,2016-10-22 02:20:00
5405,4.3441,6.0718,4.8765,5.7288,4.1961,4.7954,244.2945,246.4924,244.308,2016-10-22 02:30:00
5406,4.9297,5.9706,5.1458,5.8118,4.4035,5.0744,245.9709,247.7252,244.4416,2016-10-22 02:40:00
5407,4.446,5.9111,5.0983,5.7138,4.2729,4.9662,245.2794,247.7164,244.874,2016-10-22 02:50:00
5408,5.7175,5.9433,5.3489,5.5894,4.0792,4.6702,248.0246,249.5129,245.6269,2016-10-22 03:00:00
5409,5.5255,5.4955,4.9796,4.9551,3.783,4.0475,250.5554,252.1549,248.889,2016-10-22 03:10:00
5410,5.5974,5.5422,4.8896,4.8406,3.8812,3.9247,252.2135,254.2883,250.2646,2016-10-22 03:20:00
5411,5.5343,5.4734,5.0538,4.9993,3.8087,3.8549,252.7637,253.9133,250.2881,2016-10-22 03:30:00
5412,5.41,5.3528,4.9521,4.9065,3.4903,3.8138,251.7594,252.2785,248.4283,2016-10-22 03:40:00
5413,5.4528,5.3879,4.7822,4.7689,3.2416,3.7396,251.3246,251.3065,246.0712,2016-10-22 03:50:00
5414,5.4633,5.4661,4.4968,5.0031,3.3492,3.9983,249.3758,247.8822,241.749,2016-10-22 04:00:00
5415,5.2954,5.339,4.467,5.0042,3.3908,4.0052,248.7975,247.5857,242.14,2016-10-22 04:10:00
5416,4.2646,5.0693,4.4428,4.8101,3.3486,3.9354,245.9746,247.8137,240.3195,2016-10-22 04:20:00
5417,3.7222,5.077,4.3052,4.9314,3.3643,4.0827,241.0912,242.9968,237.0429,2016-10-22 04:30:00
5418,3.97,5.2285,3.9682,5.1042,4.2682,4.49,239.7238,239.6358,234.0073,2016-10-22 04:40:00
5419,4.3241,5.422,4.0666,5.1654,4.8961,4.7133,236.4178,237.8035,230.5538,2016-10-22 04:50:00
5420,4.2918,5.3988,3.6931,4.7834,4.8241,4.7162,236.0961,238.5594,231.4063,2016-10-22 05:00:00
5421,3.7872,5.08,3.9791,4.4784,4.231,4.2189,233.2186,236.4313,227.6954,2016-10-22 05:10:00
5422,4.6091,5.4519,4.9413,4.7515,4.3865,4.356,231.1625,233.3967,227.2608,2016-10-22 05:20:00
5423,5.2967,5.7451,5.2138,5.0677,4.3032,4.2941,230.6686,232.3696,227.8226,2016-10-22 05:30:00
5424,4.678,5.5911,4.826,4.8402,4.2385,4.1508,231.3805,229.7432,224.082,2016-10-22 05:40:00
5425,4.405,5.392,4.6494,4.529,3.9244,3.8204,231.5498,232.3838,227.3483,2016-10-22 05:50:00
5426,4.2953,5.5374,4.5914,4.6203,3.8476,3.7502,231.8328,228.6611,226.1275,2016-10-22 06:00:00
5427,4.6721,5.2552,4.355,4.2949,3.6198,3.5549,230.5889,225.3025,222.8528,2016-10-22 06:10:00
5428,4.8955,4.7011,3.9034,3.8899,3.1846,3.1483,227.5549,220.7415,215.8837,2016-10-22 06:20:00
5429,4.7719,4.6983,4.0149,3.9636,3.1856,3.1532,229.1751,224.4231,216.4478,2016-10-22 06:30:00
5430,4.4671,4.6605,3.9532,3.9149,3.29,3.2256,228.7914,220.5492,207.8221,2016-10-22 06:40:00
5431,4.9482,4.8323,4.0917,4.0648,3.4939,3.411,226.0033,219.4174,208.1958,2016-10-22 06:50:00
5432,4.8412,4.7474,4.0321,4.0126,3.4101,3.357,225.227,221.6867,212.999,2016-10-22 07:00:00
5433,4.3997,4.2747,3.4936,3.4821,2.8622,2.7868,226.0553,219.4174,209.794,2016-10-22 07:10:00
5434,4.4178,4.5544,3.6535,3.605,2.8417,2.7626,230.208,222.105,211.1264,2016-10-22 07:20:00
