,Ch1Anem,Ch2Anem,Ch3Anem,Ch4Anem,Ch5Anem,Ch6Anem,Ch7Vane,Ch8Vane,Ch9Vane,Timestamp
4972,10.2711,10.2194,9.0048,8.9993,7.9397,7.9352,326.9323,327.0495,324.6003,2016-10-19 02:20:00
4973,10.1789,10.145,8.9458,8.9576,7.9776,7.9351,327.3967,327.5985,325.2821,2016-10-19 02:30:00
4974,8.2666,8.2213,7.1896,7.168,6.4425,6.413,326.7717,327.125,325.2482,2016-10-19 02:40:00
4975,8.3512,8.3406,7.098,7.0642,6.126,6.0465,326.0093,326.6164,324.3742,2016-10-19 02:50:00
4976,8.1072,8.0868,7.0498,7.047,6.2276,6.1644,329.2436,330.4131,329.1376,2016-10-19 03:00:00
4977,8.0652,8.0184,7.0298,7.0294,6.2834,6.2368,330.1695,331.413,329.7506,2016-10-19 03:10:00
4978,8.924,8.8791,7.6637,7.6601,6.7042,6.6721,328.247,329.7055,327.3467,2016-10-19 03:20:00
4979,9.9969,9.9554,8.6161,8.6093,7.4685,7.4461,326.7676,328.3193,325.8917,2016-10-19 03:30:00
4980,10.968,10.9189,9.3353,9.3272,7.8987,7.8226,326.4911,326.9475,324.9529,2016-10-19 03:40:00
4981,10.6373,10.5783,9.0342,9.0451,7.7728,7.788,329.1623,330.1899,328.3536,2016-10-19 03:50:00
4982,10.3849,10.3259,8.9219,8.9214,7.7614,7.7702,330.2316,331.3507,329.5678,2016-10-19 04:00:00
4983,10.0431,10.0113,8.8631,8.8895,7.8718,7.8597,331.3303,332.0264,329.6961,2016-10-19 04:10:00
4984,10.233,10.1607,9.0272,9.0101,8.0327,7.9738,329.0294,328.9737,326.5513,2016-10-19 04:20:00
4985,10.2228,10.2171,9.0324,9.0203,8.0583,8.0175,327.8322,328.0429,325.2405,2016-10-19 04:30:00
4986,10.6159,10.5631,9.3277,9.3367,8.3318,8.3186,328.536,328.7498,326.1423,2016-10-19 04:40:00
4987,10.5417,10.5167,9.1239,9.1603,8.0278,8.0456,331.1428,331.4819,329.2163,2016-10-19 04:50:00
4988,10.3915,10.366,9.1092,9.1208,7.9889,7.9988,332.7541,333.3358,330.4486,2016-10-19 05:00:00
4989,10.8168,10.8064,10.0129,10.0387,8.9429,8.8902,331.2265,333.0564,330.5041,2016-10-19 05:10:00
4990,11.2234,11.2091,10.4518,10.4845,9.6409,9.6167,330.2557,332.4377,331.4276,2016-10-19 05:20:00
4991,10.7995,10.7939,9.672,9.6755,8.3922,8.402,330.8439,333.0576,331.1411,2016-10-19 05:30:00
4992,10.5102,10.5001,9.4231,9.4088,8.0827,8.0923,330.2914,331.5313,328.7908,2016-10-19 05:40:00
4993,10.3472,10.3239,9.6689,9.6746,8.7071,8.6997,330.5592,331.9832,329.7786,2016-10-19 05:50:00
4994,10.3132,10.2769,9.7489,9.7717,8.9289,8.9528,327.5826,329.6141,327.0601,2016-10-19 06:00:00
4995,9.9334,9.8977,9.4476,9.4552,8.5479,8.5375,326.8303,329.5051,327.0577,2016-10-19 06:10:00
4996,9.9092,9.8841,9.4908,9.4957,8.6053,8.588,326.314,328.6543,325.8835,2016-10-19 06:20:00
4997,9.7355,9.7093,9.2153,9.2293,8.5144,8.5043,327.1338,329.8308,327.5826,2016-10-19 06:30:00
4998,8.9857,8.9669,8.3838,8.4123,7.5804,7.5749,328.1644,331.8593,329.1939,2016-10-19 06:40:00
4999,8.6308,8.6056,8.1825,8.1961,7.493,7.4662,328.0373,331.3942,328.7826,2016-10-19 06:50:00
5000,8.4999,8.4539,7.9121,7.9209,7.446,7.4338,325.2002,328.4621,328.2887,2016-10-19 07:00:00
5001,8.2772,8.2382,7.6157,7.62,6.9869,6.9787,326.2806,329.0885,328.9015,2016-10-19 07:10:00
5002,8.4128,8.3736,7.5276,7.522,6.7148,6.7035,325.7469,327.0987,325.7303,2016-10-19 07:20:00
5003,8.5775,8.5351,7.4712,7.4811,6.3509,6.3391,324.4466,324.7421,321.5321,2016-10-19 07:30:00
5004,8.233,8.1697,7.0183,7.025,6.1025,6.0977,321.5658,321.4714,318.4957,2016-10-19 07:40:00
5005,7.4815,7.468,6.6275,6.6714,6.0387,6.1109,320.4524,318.6023,316.0564,2016-10-19 07:50:00
5006,7.0503,7.078,6.4637,6.5258,6.1498,6.1718,320.688,320.9106,317.6512,2016-10-19 08:00:00
5007,7.3228,7.2037,6.9754,6.8945,6.5804,6.5767,317.5455,318.0044,316.3249,2016-10-19 08:10:00
5008,6.8584,6.8235,6.5819,6.605,6.41,6.4261,319.1014,320.3249,318.6016,2016-10-19 08:20:00
5009,6.4398,6.3412,6.3949,6.3484,6.3199,6.2652,319.3744,320.5723,319.9865,2016-10-19 08:30:00
5010,7.6582,7.6496,7.4989,7.5213,7.4265,7.4592,320.9283,320.8793,318.2721,2016-10-19 08:40:00
5011,8.4531,8.4009,8.3385,8.3064,8.0656,8.0487,317.152,318.5804,317.08,2016-10-19 08:50:00
5012,8.1498,8.1235,8.1437,8.1374,8.0659,8.081,321.5548,323.7553,322.638,2016-10-19 09:00:00
5013,8.4201,8.3779,8.4141,8.3882,8.45,8.369,316.5508,317.8365,316.3064,2016-10-19 09:10:00
5014,8.5607,8.5285,8.4453,8.4419,8.4399,8.4117,314.3679,317.0808,316.0271,2016-10-19 09:20:00
5015,8.8349,8.7908,8.7835,8.7561,8.8,8.7763,308.3775,309.7207,308.7475,2016-10-19 09:30:00
5016,9.1931,9.1917,9.2424,9.2535,9.3696,9.3006,307.1837,307.9002,306.0557,2016-10-19 09:40:00
5017,9.2545,9.209,9.3563,9.3645,9.4236,9.4409,309.1543,310.059,308.1286,2016-10-19 09:50:00
5018,8.9685,8.8455,8.8973,8.8599,8.7622,8.741,320.6538,322.2634,321.4093,2016-10-19 10:00:00
5019,8.5848,8.5615,8.5732,8.4718,8.567,8.4878,313.317,313.2621,312.3216,2016-10-19 10:10:00
5020,8.7,8.6631,8.5531,8.5973,8.5231,8.5483,319.398,320.3983,318.0836,2016-10-19 10:20:00
5021,8.2787,8.2843,8.2156,8.2077,8.2363,8.2366,309.9488,310.9775,310.5502,2016-10-19 10:30:00
5022,8.9728,8.9466,8.9591,9.0065,8.9482,8.9997,322.2223,323.5558,321.8738,2016-10-19 10:40:00
5023,9.0225,8.9825,9.0831,9.0598,9.1506,9.1393,314.351,315.1652,313.6449,2016-10-19 10:50:00
5024,8.6887,8.5991,8.4515,8.4535,8.2942,8.2501,309.5948,310.2404,308.8834,2016-10-19 11:00:00
5025,8.7906,8.775,8.7002,8.6487,8.6065,8.5131,308.137,310.3688,309.3965,2016-10-19 11:10:00
5026,9.1564,9.1333,9.0107,9.0687,8.9439,8.9623,308.1786,309.5582,308.2029,2016-10-19 11:20:00
5027,8.8494,8.7843,8.8522,8.8241,8.7363,8.7221,318.9859,320.0513,318.3828,2016-10-19 11:30:00
5028,8.5205,8.4336,8.2559,8.2557,7.9424,7.9661,309.591,311.9128,310.0828,2016-10-19 11:40:00
5029,8.5474,8.5103,8.3463,8.3169,8.3155,8.2463,311.736,313.1962,311.6719,2016-10-19 11:50:00
5030,8.3492,8.2922,8.3253,8.2386,8.1412,8.0695,307.1946,308.8903,307.4387,2016-10-19 12:00:00
5031,8.4139,8.3397,8.3821,8.3509,8.3649,8.2709,312.2965,313.1807,311.0272,2016-10-19 12:10:00
5032,7.9588,7.8987,7.857,7.7938,7.8502,7.7476,313.2581,312.4297,310.2757,2016-10-19 12:20:00
5033,8.3525,8.3475,8.191,8.2059,7.8741,7.9008,312.7371,314.5801,313.7351,2016-10-19 12:30:00
5034,7.094,7.0602,7.02,7.0212,6.9633,6.9793,320.9987,320.8694,318.4005,2016-10-19 12:40:00
5035,7.0219,7.0168,6.9091,6.9135,6.9093,6.9261,314.307,314.465,311.8152,2016-10-19 12:50:00
5036,7.3011,7.2874,7.3077,7.3109,7.0544,7.0768,306.1907,306.8736,304.9268,2016-10-19 13:00:00
5037,7.9014,7.9654,7.796,7.762,7.7919,7.7664,308.9661,311.2937,309.6488,2016-10-19 13:10:00
5038,6.8623,6.8471,6.7194,6.7156,6.6861,6.6163,311.749,312.4311,310.9212,2016-10-19 13:20:00
5039,7.97,7.9491,7.6696,7.6971,7.4969,7.4802,310.4588,311.9299,310.8885,2016-10-19 13:30:00
5040,6.8418,6.8088,6.8865,6.8821,7.0124,6.9905,305.3546,305.5066,303.3211,2016-10-19 13:40:00
5041,7.9989,7.9112,7.8172,7.7303,7.7539,7.6994,291.6042,292.958,290.9357,2016-10-19 13:50:00
5042,7.0773,6.9981,7.127,7.0704,7.1556,7.0396,304.3068,305.4231,304.3562,2016-10-19 14:00:00
5043,8.1602,8.124,7.9518,7.9364,7.8278,7.8033,304.2787,305.6445,304.7557,2016-10-19 14:10:00
5044,8.2808,8.1624,8.1763,8.1267,8.1422,8.0323,301.2699,301.5858,299.1748,2016-10-19 14:20:00
5045,7.0731,6.9841,6.7837,6.7643,6.627,6.5494,297.6132,296.7195,295.1435,2016-10-19 14:30:00
5046,8.4542,8.445,8.3892,8.4254,8.3074,8.2793,303.167,304.1403,302.4687,2016-10-19 14:40:00
5047,9.0957,9.0736,9.013,9.0248,8.9041,8.8164,288.9069,289.8172,289.2011,2016-10-19 14:50:00
5048,7.3935,7.3774,7.3292,7.3116,7.2486,7.2292,308.986,311.8165,310.9761,2016-10-19 15:00:00
5049,8.4714,8.4341,8.5429,8.5569,8.6038,8.5687,302.1928,304.0441,303.0868,2016-10-19 15:10:00
5050,9.0863,9.0246,9.0521,9.0083,9.023,8.958,294.8235,295.1142,293.0434,2016-10-19 15:20:00
5051,9.2639,9.2039,9.237,9.1761,9.2848,9.1779,299.8839,300.8813,299.8321,2016-10-19 15:30:00
5052,8.7953,8.7442,8.8511,8.7768,8.824,8.718,299.2004,300.5505,299.2323,2016-10-19 15:40:00
5053,8.5523,8.5143,8.5753,8.5099,8.616,8.5122,295.4912,296.8401,295.5593,2016-10-19 15:50:00
5054,9.8855,9.8529,9.7336,9.6757,9.6503,9.5793,287.8562,288.4079,286.7973,2016-10-19 16:00:00
5055,9.8484,9.7852,9.879,9.8177,9.8054,9.7244,294.2933,296.0625,294.9228,2016-10-19 16:10:00
5056,10.1426,10.0847,10.1889,10.1468,10.1475,10.098,291.1566,292.0752,290.8084,2016-10-19 16:20:00
5057,10.3284,10.2491,10.2854,10.1653,10.1571,10.0233,292.4748,292.7375,291.1813,2016-10-19 16:30:00
5058,10.2307,10.1625,10.2003,10.1178,10.1253,10.0626,292.119,294.1689,292.7084,2016-10-19 16:40:00
5059,10.6032,10.4999,10.5426,10.4408,10.3984,10.3253,291.0114,292.0947,290.2878,2016-10-19 16:50:00
5060,10.8445,10.8021,10.8514,10.7884,10.964,10.8804,294.067,295.3195,293.6305,2016-10-19 17:00:00
5061,10.7339,10.6885,10.7746,10.7253,10.7557,10.6794,296.7508,298.3076,296.6176,2016-10-19 17:10:00
5062,10.8142,10.7504,10.6635,10.6101,10.5632,10.4995,295.1749,296.1518,295.039,2016-10-19 17:20:00
5063,10.5269,10.4135,10.5426,10.4435,10.4952,10.3806,298.8984,300.59,299.3781,2016-10-19 17:30:00
5064,10.8837,10.8083,10.845,10.7662,10.7681,10.6791,294.9209,295.7228,293.6543,2016-10-19 17:40:00
5065,10.9616,10.8613,10.7711,10.6827,10.5596,10.4144,297.3968,298.5477,297.3138,2016-10-19 17:50:00
5066,10.5695,10.482,10.3788,10.3352,10.1482,10.0479,295.5322,296.567,294.8906,2016-10-19 18:00:00
5067,10.2667,10.1733,10.1252,10.0909,9.9544,9.9102,294.7889,296.1957,295.0738,2016-10-19 18:10:00
5068,9.9845,9.9155,10.0917,10.0411,10.1151,10.0445,296.7362,297.7682,295.8117,2016-10-19 18:20:00
5069,10.1154,9.984,9.9866,9.8661,9.8768,9.756,297.9825,299.7736,298.4007,2016-10-19 18:30:00
5070,9.6158,9.5478,9.3944,9.3926,9.2563,9.1984,296.1728,296.9374,295.4414,2016-10-19 18:40:00
5071,10.0945,10.0133,9.8893,9.8268,9.6494,9.5927,298.8702,299.8428,298.1209,2016-10-19 18:50:00
5072,10.3589,10.3229,9.9758,9.9406,9.7069,9.6629,297.8255,299.0784,297.3522,2016-10-19 19:00:00
5073,9.7912,9.7028,9.3851,9.3366,9.1239,9.0367,298.4624,299.6715,297.7279,2016-10-19 19:10:00
5074,8.6429,8.5551,8.3607,8.3095,8.0693,7.9621,294.5848,295.9148,294.3233,2016-10-19 19:20:00
5075,8.8722,8.8234,8.579,8.548,8.4023,8.3322,295.0236,295.7413,293.7048,2016-10-19 19:30:00
5076,8.9784,8.8731,8.6416,8.5867,8.2768,8.2219,293.9807,294.626,292.5629,2016-10-19 19:40:00
5077,8.9401,8.8597,8.5554,8.4693,8.3389,8.2381,294.5446,295.2111,293.5436,2016-10-19 19:50:00
5078,8.8672,8.8242,8.511,8.4715,8.0702,7.9991,296.5276,297.1682,295.3975,2016-10-19 20:00:00
5079,8.5308,8.475,8.101,8.0391,7.7441,7.6745,296.7723,296.9251,294.9274,2016-10-19 20:10:00
5080,8.2653,8.1937,7.7978,7.718,7.3841,7.3109,296.5667,296.8908,294.4274,2016-10-19 20:20:00
5081,8.3002,8.2478,7.8157,7.7235,7.3489,7.232,296.8163,297.4608,295.2608,2016-10-19 20:30:00
5082,8.4848,8.4102,8.0088,7.9494,7.5304,7.4566,296.9758,297.2293,294.9641,2016-10-19 20:40:00
5083,8.6847,8.5961,8.1271,8.0537,7.671,7.6247,298.1745,298.2887,295.4948,2016-10-19 20:50:00
5084,8.784,8.6988,8.1637,8.1087,7.6842,7.6028,299.4932,299.5713,296.8908,2016-10-19 21:00:00
5085,8.7296,8.6618,8.1167,8.0558,7.5228,7.4569,301.3455,301.1129,298.274,2016-10-19 21:10:00
5086,8.6458,8.5723,7.9105,7.8493,7.25,7.0808,301.7733,301.4894,298.4501,2016-10-19 21:20:00
5087,8.5798,8.5007,7.7991,7.754,7.1916,7.1102,302.4383,300.8563,297.2781,2016-10-19 21:30:00
5088,8.585,8.5054,7.7952,7.758,7.194,7.1331,305.6171,303.868,299.9705,2016-10-19 21:40:00
5089,8.5557,8.4868,7.7234,7.671,6.9396,6.8696,305.0305,303.4942,298.989,2016-10-19 21:50:00
5090,8.8188,8.7257,7.8436,7.8426,7.1044,7.0369,306.5253,305.3985,301.1131,2016-10-19 22:00:00
5091,8.3273,8.2742,7.3983,7.39,6.6799,6.6136,309.1903,307.4402,303.392,2016-10-19 22:10:00
5092,8.4428,8.3463,7.4016,7.3433,6.567,6.5251,312.6482,310.7164,306.0465,2016-10-19 22:20:00
5093,8.7979,8.7131,7.6842,7.6526,6.7485,6.7137,312.4526,311.5824,306.834,2016-10-19 22:30:00
5094,8.8782,8.8133,8.0137,7.9847,7.0819,7.0081,311.5572,310.8213,306.7327,2016-10-19 22:40:00
5095,8.9234,8.8642,8.4697,8.4181,7.4599,7.3894,309.1143,309.8245,305.5478,2016-10-19 22:50:00
5096,9.044,8.9877,8.8284,8.7622,7.9264,7.8687,310.4597,310.922,307.4896,2016-10-19 23:00:00
5097,9.0759,9.0166,8.983,8.95,8.1396,8.2119,310.4844,311.9346,308.8971,2016-10-19 23:10:00
5098,9.1458,9.0712,8.7748,8.7175,8.1613,8.2013,311.9897,312.408,310.6338,2016-10-19 23:20:00
5099,9.4036,9.3467,8.7999,8.8911,8.4489,8.4109,314.9128,315.1625,313.1644,2016-10-19 23:30:00
5100,9.4478,9.4084,9.341,9.3228,8.9047,8.9203,318.0049,319.5395,317.5719,2016-10-19 23:40:00
5101,9.4484,9.3957,9.2261,9.2158,8.9122,8.8833,317.9697,319.5775,317.566,2016-10-19 23:50:00
5102,9.0848,9.0488,9.0103,8.9917,8.5395,8.5687,317.1213,318.0126,317.1231,2016-10-20 00:00:00
5103,8.9391,8.901,8.7601,8.75,8.3182,8.4007,315.8568,316.7984,316.1504,2016-10-20 00:10:00
5104,9.2765,9.2311,8.8889,8.8626,8.4359,8.4878,316.649,317.5262,316.165,2016-10-20 00:20:00
5105,9.3997,9.3455,9.0452,9.0228,8.5352,8.5241,317.5291,318.3213,316.717,2016-10-20 00:30:00
5106,9.2593,9.2158,8.8343,8.8561,8.328,8.3174,317.5671,317.3627,315.4402,2016-10-20 00:40:00
5107,9.0421,8.9965,8.6294,8.6141,8.0153,8.0486,318.9219,319.1234,316.1053,2016-10-20 00:50:00
5108,9.3081,9.27,9.0557,9.046,8.6545,8.6291,318.1572,318.977,316.0977,2016-10-20 01:00:00
5109,9.4663,9.4355,9.2683,9.2608,8.8596,8.8908,320.1459,320.7523,318.7561,2016-10-20 01:10:00
5110,9.2935,9.256,9.0685,9.0613,8.7116,8.76,320.8297,321.6382,319.6536,2016-10-20 01:20:00
5111,9.2351,9.2164,9.0013,9.0066,8.4125,8.3891,323.709,325.3701,323.4951,2016-10-20 01:30:00
5112,8.8755,8.8557,8.2428,8.245,7.4004,7.3969,325.2289,326.46,322.6302,2016-10-20 01:40:00
5113,8.5259,8.5018,8.1139,8.0999,7.183,7.1473,323.2807,325.0274,322.0086,2016-10-20 01:50:00
5114,8.5906,8.5556,8.1578,8.1408,7.2105,7.2156,319.7245,320.9697,318.1204,2016-10-20 02:00:00
5115,8.4186,8.3959,8.2796,8.2734,7.5256,7.518,321.0131,323.0522,321.7924,2016-10-20 02:10:00
5116,8.2099,8.1772,7.5631,7.5624,6.4207,6.3982,321.7127,324.8234,323.0551,2016-10-20 02:20:00
5117,8.204,8.1654,7.5991,7.5915,6.7198,6.6998,320.5144,324.0576,321.6605,2016-10-20 02:30:00
5118,8.3249,8.2817,7.7159,7.7073,6.9963,6.9735,319.5623,322.386,323.399,2016-10-20 02:40:00
5119,8.0528,8.0074,7.6181,7.6118,7.224,7.1896,319.2465,322.3631,322.8764,2016-10-20 02:50:00
5120,7.7508,7.7101,7.4633,7.4588,7.3261,7.3084,320.5074,322.8746,322.9022,2016-10-20 03:00:00
5121,7.5637,7.5314,7.3545,7.351,7.1376,7.1321,320.9088,323.243,322.9144,2016-10-20 03:10:00
5122,7.1467,7.115,7.1535,7.1494,6.9712,6.9615,322.8998,326.8039,327.3746,2016-10-20 03:20:00
5123,7.1918,7.1467,6.9554,6.96,7.0016,7.0045,321.6887,324.7667,325.1745,2016-10-20 03:30:00
5124,7.5103,7.4739,6.8927,6.8859,6.92,6.9235,318.2592,319.9654,320.8273,2016-10-20 03:40:00
5125,7.2072,7.1657,6.7927,6.7871,6.9883,6.9779,320.7173,322.8696,325.0699,2016-10-20 03:50:00
5126,6.8905,6.8731,6.9371,6.9475,6.872,6.8679,324.5961,327.7737,328.8805,2016-10-20 04:00:00
5127,6.8331,6.8147,6.7995,6.8073,6.5962,6.5963,326.466,329.8944,330.6303,2016-10-20 04:10:00
5128,6.6954,6.6883,6.6416,6.6661,6.4359,6.4126,330.5686,334.4158,334.7428,2016-10-20 04:20:00
5129,6.2979,6.2889,6.3373,6.3538,6.1863,6.1903,326.784,330.1379,330.5375,2016-10-20 04:30:00
5130,6.222,6.1991,6.3697,6.3852,6.226,6.2327,326.4868,330.9002,331.6366,2016-10-20 04:40:00
5131,6.3444,6.3342,6.3688,6.3964,6.277,6.2781,328.0883,331.2025,332.1224,2016-10-20 04:50:00
5132,6.4415,6.4239,6.3675,6.3829,6.2948,6.3004,327.8275,330.5451,330.2984,2016-10-20 05:00:00
5133,6.4278,6.421,6.364,6.369,6.3005,6.2983,326.5849,328.5395,327.6366,2016-10-20 05:10:00
5134,6.3357,6.3258,6.4056,6.4018,6.2467,6.2372,322.3895,325.5576,324.3178,2016-10-20 05:20:00
5135,6.0337,6.0086,6.0314,6.0307,6.0441,6.0369,321.7038,324.4372,324.5439,2016-10-20 05:30:00
5136,5.7786,5.751,5.8606,5.8597,5.7877,5.7779,319.5887,323.5772,323.1371,2016-10-20 05:40:00
5137,5.3036,5.2771,5.2658,5.2612,5.2683,5.2618,321.0014,324.5643,324.4488,2016-10-20 05:50:00
5138,5.1876,5.1688,5.1972,5.1947,5.0866,5.0797,321.6172,325.5189,325.0514,2016-10-20 06:00:00
5139,5.3525,5.3298,5.3981,5.3843,5.2107,5.223,319.2722,322.8758,321.5661,2016-10-20 06:10:00
5140,5.6457,5.624,5.594,5.5823,5.4464,5.4347,320.6093,323.4658,322.5441,2016-10-20 06:20:00
5141,5.4826,5.4703,5.4229,5.4152,5.3728,5.3659,322.8049,325.1387,324.7924,2016-10-20 06:30:00
5142,5.3207,5.302,5.2907,5.2992,5.2,5.1896,323.5461,327.3793,326.6263,2016-10-20 06:40:00
5143,5.0852,5.0671,5.0209,5.0212,4.8017,4.7962,321.5135,325.632,324.742,2016-10-20 06:50:00
5144,4.5179,4.4884,4.5477,4.5449,4.3711,4.358,320.5144,325.7498,325.1838,2016-10-20 07:00:00
5145,4.6915,4.6819,4.7293,4.7253,4.4732,4.4517,323.1453,327.0219,326.1148,2016-10-20 07:10:00
5146,4.8556,4.8519,4.7479,4.7611,4.5196,4.5203,329.4489,332.3641,332.9277,2016-10-20 07:20:00
5147,4.0819,4.0703,4.0149,4.0184,3.8197,3.7817,329.7827,334.8909,334.9817,2016-10-20 07:30:00
5148,4.2597,4.2671,4.296,4.3054,3.9486,3.9176,330.944,335.9748,336.1799,2016-10-20 07:40:00
5149,4.4155,4.4048,3.9161,3.8904,3.3386,3.278,326.0629,328.4908,325.4747,2016-10-20 07:50:00
5150,3.9508,3.9314,3.1591,3.0731,2.5723,2.5209,329.777,331.3537,330.1085,2016-10-20 08:00:00
5151,4.1493,4.1526,3.5845,3.6117,3.0107,3.033,328.5554,330.0067,328.2862,2016-10-20 08:10:00
5152,4.2229,4.1983,3.6739,3.7219,3.28,3.3521,327.2838,330.1458,327.1949,2016-10-20 08:20:00
5153,3.9756,4.0002,3.5806,3.6182,3.4099,3.4445,326.6831,327.0291,321.5791,2016-10-20 08:30:00
5154,4.1872,4.1785,4.0474,4.0675,4.0127,4.0221,326.2133,325.8789,322.1719,2016-10-20 08:40:00
5155,4.2754,4.2773,4.2002,4.2051,4.1699,4.133,319.2801,319.8688,318.0983,2016-10-20 08:50:00
5156,4.1618,4.0956,4.0124,3.9815,3.9371,3.9565,319.2921,320.708,316.9407,2016-10-20 09:00:00
5157,3.3864,3.3571,3.2888,3.3046,3.2225,3.2618,318.3458,318.853,317.3143,2016-10-20 09:10:00
5158,2.9964,3.0017,3.1389,3.1111,3.2291,3.1196,333.7456,333.1706,331.3778,2016-10-20 09:20:00
5159,3.2465,3.2487,3.3107,3.305,3.2535,3.2597,331.9138,333.1952,332.7303,2016-10-20 09:30:00
5160,3.1051,3.1077,3.0019,3.0912,3.0023,2.9328,320.3621,314.9725,309.4935,2016-10-20 09:40:00
5161,3.4471,3.4431,3.2352,3.2925,3.1453,3.1557,310.0184,310.3915,305.4346,2016-10-20 09:50:00
5162,3.3986,3.3114,3.4476,3.3712,3.3872,3.3603,332.0929,332.6765,328.1759,2016-10-20 10:00:00
5163,2.1488,2.1152,2.3804,2.3601,2.3611,2.3833,359.3216,2.8121,3.3545,2016-10-20 10:10:00
5164,2.6727,2.7267,2.7336,2.6885,2.6879,2.7555,301.2901,293.9061,286.6306,2016-10-20 10:20:00
5165,2.6202,2.6498,2.7746,2.7402,2.7735,2.7654,301.9619,303.4753,303.3006,2016-10-20 10:30:00
5166,2.176,2.1737,2.3299,2.2957,2.3169,2.2228,276.6957,273.3102,264.3125,2016-10-20 10:40:00
5167,1.9824,1.9329,2.0373,2.1565,2.0264,2.1087,252.5034,245.5833,242.2089,2016-10-20 10:50:00
5168,1.2872,1.3421,1.3735,1.4246,1.3345,1.4447,200.7648,183.6729,196.3562,2016-10-20 11:00:00
5169,3.2963,3.3531,3.3059,3.3944,3.2481,3.3322,258.2636,255.7606,248.9949,2016-10-20 11:10:00
5170,1.4648,1.4249,1.6992,1.6525,1.8173,1.7916,288.3612,273.378,271.3869,2016-10-20 11:20:00
5171,2.537,2.7181,2.3042,2.4246,2.3427,2.3583,268.8041,277.1639,282.2514,2016-10-20 11:30:00
5172,2.7127,2.6867,2.7829,2.8185,2.8216,2.8198,217.927,222.1614,219.3205,2016-10-20 11:40:00
5173,2.4305,2.4813,2.4342,2.5387,2.4148,2.421,222.9449,226.2124,221.8497,2016-10-20 11:50:00
5174,2.9884,2.9731,2.9167,2.9949,3.1493,3.2157,209.0235,218.4866,225.3715,2016-10-20 12:00:00
5175,3.2031,3.1239,3.4559,3.3974,3.4404,3.4207,176.6343,178.5154,177.209,2016-10-20 12:10:00
5176,1.6427,1.6998,1.731,1.7239,1.7104,1.7678,208.0262,217.2387,216.8887,2016-10-20 12:20:00
5177,3.7997,3.9791,3.9866,4.1967,4.0857,4.2606,224.2962,228.7228,227.9666,2016-10-20 12:30:00
5178,5.4252,5.4335,5.2977,5.3155,5.2375,5.2243,209.1957,211.3335,212.4594,2016-10-20 12:40:00
5179,4.0374,4.1012,4.037,4.0811,3.9737,4.0299,173.5669,174.6827,172.4561,2016-10-20 12:50:00
5180,5.5642,5.5597,5.4377,5.4297,5.4041,5.3743,203.7784,204.8983,202.872,2016-10-20 13:00:00
5181,6.4513,6.5031,6.3532,6.4576,6.3779,6.4325,224.4883,226.3209,226.1571,2016-10-20 13:10:00
5182,5.7596,5.7268,5.6166,5.7385,5.5384,5.563,204.8097,208.076,208.0376,2016-10-20 13:20:00
5183,7.087,7.0972,6.8404,6.8861,6.6087,6.6053,200.1759,202.3925,202.8931,2016-10-20 13:30:00
5184,6.3908,6.4194,6.3905,6.4387,6.4261,6.4275,214.5681,217.1741,216.3616,2016-10-20 13:40:00
5185,6.2918,6.3142,6.2808,6.2611,6.4064,6.3405,186.9236,186.0188,182.9381,2016-10-20 13:50:00
5186,7.1512,7.1463,6.8923,6.9331,6.8668,6.8684,194.8547,195.5002,193.1013,2016-10-20 14:00:00
5187,7.5757,7.5492,7.3888,7.3934,7.3158,7.2902,190.4187,191.8293,190.145,2016-10-20 14:10:00
5188,8.1125,8.0726,7.8985,7.8961,7.792,7.8074,187.8855,189.5013,188.4403,2016-10-20 14:20:00
5189,6.4571,6.4615,6.4535,6.4623,6.462,6.4526,201.9865,203.1792,200.9857,2016-10-20 14:30:00
5190,7.2371,7.1988,7.0915,7.0727,7.0419,6.9962,192.0083,191.3503,189.7634,2016-10-20 14:40:00
5191,10.1927,11.0212,10.2062,10.7777,9.9797,10.4935,211.4646,212.489,210.8837,2016-10-20 14:50:00
5192,11.427,14.2018,12.3728,13.9883,12.1253,13.767,240.8076,242.9852,241.3479,2016-10-20 15:00:00
5193,11.212,12.5617,11.3425,12.3342,11.1687,12.2176,232.3603,235.391,235.2898,2016-10-20 15:10:00
5194,10.5636,11.7186,10.8437,11.8009,10.8555,11.7693,232.4199,234.415,233.2588,2016-10-20 15:20:00
5195,11.7639,11.8916,11.6307,11.6833,11.4908,11.462,228.0077,229.3662,228.1398,2016-10-20 15:30:00
5196,10.6366,11.7805,11.0271,11.8368,10.8764,11.6597,232.2421,234.9323,234.1995,2016-10-20 15:40:00
5197,12.4669,12.8013,12.5057,12.7304,12.5732,12.6299,228.7786,229.8377,228.4276,2016-10-20 15:50:00
5198,11.386,13.7431,12.1085,13.5876,12.1041,13.4109,234.4152,236.8941,235.7658,2016-10-20 16:00:00
5199,11.373,14.4113,12.3443,14.34,12.2982,14.2256,237.3044,239.4054,237.3863,2016-10-20 16:10:00
5200,11.5251,14.7626,12.7432,14.8082,12.6234,14.7326,238.9309,241.1662,239.1939,2016-10-20 16:20:00
5201,11.3905,14.1243,11.938,13.9229,11.6073,13.735,241.0711,243.3155,241.6147,2016-10-20 16:30:00
5202,12.8949,14.2401,13.0161,14.0655,12.5843,13.7964,246.7503,248.6504,247.619,2016-10-20 16:40:00
